filename,filepath,tsne_dim1,tsne_dim2
xtal_70.cif,./Al13Sc3N16/6/xtal_70.cif,-44.03959,-81.34758
xtal_72.cif,./Al13Sc3N16/6/xtal_72.cif,49.141277,-6.5278945
xtal_76.cif,./Al13Sc3N16/6/xtal_76.cif,-43.259296,-78.65215
xtal_77.cif,./Al13Sc3N16/6/xtal_77.cif,86.55988,-4.964768
xtal_78.cif,./Al13Sc3N16/6/xtal_78.cif,60.074944,75.7262
xtal_79.cif,./Al13Sc3N16/6/xtal_79.cif,7.3933687,-46.953598
xtal_8.cif,./Al13Sc3N16/6/xtal_8.cif,38.741108,16.608498
xtal_80.cif,./Al13Sc3N16/6/xtal_80.cif,72.12915,-52.114777
xtal_83.cif,./Al13Sc3N16/6/xtal_83.cif,67.17861,22.198841
xtal_84.cif,./Al13Sc3N16/6/xtal_84.cif,62.146763,-35.328293
xtal_85.cif,./Al13Sc3N16/6/xtal_85.cif,30.729164,-14.3567295
xtal_86.cif,./Al13Sc3N16/6/xtal_86.cif,-86.30502,-51.62016
xtal_87.cif,./Al13Sc3N16/6/xtal_87.cif,-33.177696,-74.54614
xtal_89.cif,./Al13Sc3N16/6/xtal_89.cif,52.388023,-18.772894
xtal_94.cif,./Al13Sc3N16/6/xtal_94.cif,65.292496,17.696938
xtal_97.cif,./Al13Sc3N16/6/xtal_97.cif,42.341522,-18.742096
xtal_1.cif,./Al13Sc3N16/7/xtal_1.cif,-93.97593,-51.760986
xtal_10.cif,./Al13Sc3N16/7/xtal_10.cif,37.82254,-23.399673
xtal_11.cif,./Al13Sc3N16/7/xtal_11.cif,29.503523,-11.654065
xtal_13.cif,./Al13Sc3N16/7/xtal_13.cif,74.17925,40.089504
xtal_14.cif,./Al13Sc3N16/7/xtal_14.cif,40.435738,-5.32031
xtal_15.cif,./Al13Sc3N16/7/xtal_15.cif,43.666584,0.70497686
xtal_16.cif,./Al13Sc3N16/7/xtal_16.cif,47.858585,-19.809834
xtal_18.cif,./Al13Sc3N16/7/xtal_18.cif,85.461555,-6.7900653
